Player,Region,League,Year,Dataset,Team,Pos,GP,WAR,WAR_per_game,proj_WAR
Forsen,Americas,NACL,2023,full year (per-game derived),CB Gaming,ADC,2,63.465,31.7325,17.043
Scoooped,Americas,NACL,2023,full year (per-game derived),Native Gaming,ADC,10,53.0,5.3,23.459
Spawn,Americas,NACL,2023,full year (per-game derived),Dignitas Challengers,ADC,23,45.482,1.9775,27.328
UNF0RGIVEN,Americas,NACL,2023,full year (per-game derived),100 Thieves Challengers,ADC,38,42.57,1.1203,29.652
Tomo,Americas,NACL,2023,full year (per-game derived),Dignitas Challengers,ADC,22,42.099,1.9136,25.6
Lost,Americas,NACL,2023,full year (per-game derived),Cloud9 Challengers,ADC,48,30.924,0.6442,24.25
Airren,Americas,NACL,2023,full year (per-game derived),CB Gaming,ADC,2,27.879,13.9395,14.922
Meech,Americas,NACL,2023,full year (per-game derived),Disguised,ADC,50,27.769,0.5554,22.48
Array,Americas,NACL,2023,full year (per-game derived),Golden Guardians Challengers,ADC,41,26.962,0.6576,21.368
SophistSage,Americas,NACL,2023,full year (per-game derived),CCG Esports,ADC,8,26.503,3.3129,16.609
Mobility,Americas,NACL,2023,full year (per-game derived),Winthrop University,ADC,25,26.437,1.0575,19.553
Bazz,Americas,NACL,2023,full year (per-game derived),Apex Mission Impossible,ADC,17,26.431,1.5548,18.417
Meech,Americas,NACL,2023,full year (per-game derived),CLG Challengers,ADC,38,24.499,0.6447,19.781
Spawn,Americas,NACL,2023,full year (per-game derived),Team Fish Taco,ADC,38,24.34,0.6405,19.694
k1ng,Americas,NACL,2023,full year (per-game derived),Evil Geniuses Challengers,ADC,54,24.085,0.446,20.402
Neo,Americas,NACL,2023,full year (per-game derived),TSM Challengers,ADC,11,22.536,2.0487,16.281
ScaryJerry,Americas,NACL,2023,full year (per-game derived),Maryville University,ADC,61,21.123,0.3463,18.729
Levitate,Americas,NACL,2023,full year (per-game derived),Team Ambition,ADC,23,20.727,0.9012,16.894
Wixxi,Americas,NACL,2023,full year (per-game derived),Immortals Challengers,ADC,37,20.034,0.5415,17.303
Massu,Americas,NACL,2023,full year (per-game derived),FlyQuest NZXT,ADC,92,18.422,0.2002,17.318
Neo,Americas,NACL,2023,full year (per-game derived),Mirage Alliance,ADC,22,18.231,0.8287,15.797
warcyclone,Americas,NACL,2023,full year (per-game derived),CB Gaming,ADC,6,15.562,2.5937,14.335
sajed,Americas,NACL,2023,full year (per-game derived),LiT Esports,ADC,15,15.141,1.0094,14.436
EU Red,Americas,NACL,2023,full year (per-game derived),Team Fish Taco,ADC,17,14.617,0.8598,14.282
Arrow,Americas,NACL,2023,full year (per-game derived),Team Liquid Challengers,ADC,96,14.237,0.1483,14.203
ROCKBOOM,Americas,NACL,2023,full year (per-game derived),LiT Esports,ADC,12,13.966,1.1638,14.064
Azog,Americas,NACL,2023,full year (per-game derived),Supernova,ADC,18,12.801,0.7112,13.629
links,Americas,NACL,2023,full year (per-game derived),AOE Gold,ADC,82,12.663,0.1544,13.063
LastDanceDF,Americas,NACL,2023,full year (per-game derived),CB Gaming,ADC,5,7.479,1.4958,13.196
EvanRL,Americas,NACL,2023,full year (per-game derived),Kelyx's Grandpa Gamers,ADC,5,5.612,1.1224,12.941
Lens,Americas,NACL,2023,full year (per-game derived),Wildcard Gaming,ADC,84,3.96,0.0471,6.73
Instinct,Americas,NACL,2023,full year (per-game derived),FLY FAM,ADC,36,3.09,0.0858,8.235
Minui,Americas,NACL,2023,full year (per-game derived),Cincinnati Fear,ADC,97,0.215,0.0022,3.625
WildTurtle,Americas,NACL,2023,full year (per-game derived),TSM Challengers,ADC,26,-0.645,-0.0248,7.441
ZKG,Americas,NACL,2023,full year (per-game derived),Winthrop University,ADC,7,-1.236,-0.1766,11.318
Mobility,Americas,NACL,2023,full year (per-game derived),Evil Geniuses Challengers,ADC,35,-2.82,-0.0806,5.204
Sketch,Americas,NACL,2023,full year (per-game derived),Supernova,ADC,47,-4.656,-0.0991,2.881
LastDanceDF,Americas,NACL,2023,full year (per-game derived),Miracle,ADC,5,-4.933,-0.9866,11.499
Kaido,Americas,NACL,2023,full year (per-game derived),Miracle,ADC,5,-5.466,-1.0932,11.426
Viceera,Americas,NACL,2023,full year (per-game derived),Mirage Alliance,ADC,2,-9.568,-4.784,12.691
Lunar,Americas,NACL,2023,full year (per-game derived),CCG Esports,ADC,10,-12.558,-1.2558,7.688
Zev,Americas,NACL,2023,full year (per-game derived),Team Ambition,ADC,15,-16.525,-1.1017,4.236
Forsen,Americas,NACL,2023,full year (per-game derived),Mirage Alliance,ADC,3,-18.421,-6.1403,11.279
Airren,Americas,NACL,2023,full year (per-game derived),CLG Faith,ADC,25,-18.769,-0.7508,-0.426
Sketch,Americas,NACL,2023,full year (per-game derived),CLG Faith,ADC,10,-22.421,-2.2421,5.315
miya,Americas,NACL,2023,full year (per-game derived),Team Liquid First,ADC,26,-22.844,-0.8786,-2.585
V1per,Americas,NACL,2023,full year (per-game derived),100 Thieves Challengers,ADC,2,-30.366,-15.183,11.452
Will,Americas,NACL,2023,full year (per-game derived),AOE Gold,ADC,2,-38.364,-19.182,10.976
LJX,Americas,NACL,2023,full year (per-game derived),Team Liquid First,ADC,16,-52.563,-3.2852,-8.322
LJX,Americas,NACL,2023,full year (per-game derived),Miracle,ADC,3,-96.665,-32.2217,4.488
Kenji,Americas,NACL,2023,full year (per-game derived),Winthrop University,Support,7,67.708,9.6726,22.3
Neo,Americas,NACL,2023,full year (per-game derived),Mirage Alliance,Support,2,64.204,32.102,15.328
destiny,Americas,NACL,2023,full year (per-game derived),100 Thieves Challengers,Support,38,41.497,1.092,28.217
Zeyzal,Americas,NACL,2023,full year (per-game derived),Disguised,Support,50,40.926,0.8185,29.821
Rhino,Americas,NACL,2023,full year (per-game derived),Native Gaming,Support,10,33.4,3.34,17.324
Breezy,Americas,NACL,2023,full year (per-game derived),AOE Gold,Support,40,33.099,0.8275,23.894
Prismal,Americas,NACL,2023,full year (per-game derived),Golden Guardians Challengers,Support,41,25.735,0.6277,19.861
Mixtsure,Americas,NACL,2023,full year (per-game derived),CB Gaming,Support,10,23.522,2.3522,14.947
Pockus,Americas,NACL,2023,full year (per-game derived),Miracle,Support,3,23.282,7.7607,13.19
dtro,Americas,NACL,2023,full year (per-game derived),Mirage Alliance,Support,3,22.838,7.6127,13.152
Zeyzal,Americas,NACL,2023,full year (per-game derived),Cloud9 Challengers,Support,48,22.719,0.4733,18.558
Zyko,Americas,NACL,2023,full year (per-game derived),Maryville University,Support,61,22.475,0.3684,18.982
Pockus,Americas,NACL,2023,full year (per-game derived),Apex Mission Impossible,Support,17,21.016,1.2362,15.306
Joey,Americas,NACL,2023,full year (per-game derived),Immortals Challengers,Support,37,20.968,0.5667,16.946
Winsome,Americas,NACL,2023,full year (per-game derived),FlyQuest NZXT,Support,70,20.482,0.2926,17.918
donbray,Americas,NACL,2023,full year (per-game derived),Wildcard Gaming,Support,37,19.561,0.5287,16.186
Sword,Americas,NACL,2023,full year (per-game derived),FLY FAM,Support,36,19.209,0.5336,15.949
Kim Down,Americas,NACL,2023,full year (per-game derived),Team Liquid Challengers,Support,96,18.601,0.1938,17.025
Chime,Americas,NACL,2023,full year (per-game derived),TSM Challengers,Support,4,18.328,4.582,12.917
Yama,Americas,NACL,2023,full year (per-game derived),CCG Esports,Support,8,16.959,2.1199,13.187
Smoothie,Americas,NACL,2023,full year (per-game derived),Evil Geniuses Challengers,Support,89,15.909,0.1788,14.946
Diamond,Americas,NACL,2023,full year (per-game derived),Dignitas Challengers,Support,45,14.809,0.3291,13.746
Snow2,Americas,NACL,2023,full year (per-game derived),Team Ambition,Support,23,14.519,0.6313,13.195
JayJ,Americas,NACL,2023,full year (per-game derived),Cincinnati Fear,Support,49,13.641,0.2784,13.089
Daption,Americas,NACL,2023,full year (per-game derived),Miracle,Support,8,13.262,1.6578,12.439
Clyde,Americas,NACL,2023,full year (per-game derived),Kelyx's Grandpa Gamers,Support,2,12.397,6.1985,12.241
Plux,Americas,NACL,2023,full year (per-game derived),LiT Esports,Support,14,12.065,0.8618,12.18
dtro,Americas,NACL,2023,full year (per-game derived),CCG Esports,Support,2,10.792,5.396,12.145
SkyTec,Americas,NACL,2023,full year (per-game derived),AOE Gold,Support,44,9.463,0.2151,10.619
Breezy,Americas,NACL,2023,full year (per-game derived),CLG Challengers,Support,38,8.951,0.2356,10.439
Sketch,Americas,NACL,2023,full year (per-game derived),CLG Faith,Support,25,8.617,0.3447,10.634
Trevor,Americas,NACL,2023,full year (per-game derived),Cincinnati Fear,Support,48,7.184,0.1497,9.186
Dardoch,Americas,NACL,2023,full year (per-game derived),Mirage Alliance,Support,22,6.968,0.3167,10.07
Trevor,Americas,NACL,2023,full year (per-game derived),Supernova,Support,47,5.622,0.1196,8.277
winter,Americas,NACL,2023,full year (per-game derived),Team Fish Taco,Support,5,2.485,0.497,10.898
Chookies,Americas,NACL,2023,full year (per-game derived),Supernova,Support,18,1.451,0.0806,8.316
Qitong,Americas,NACL,2023,full year (per-game derived),FlyQuest NZXT,Support,22,0.587,0.0267,7.449
Menace,Americas,NACL,2023,full year (per-game derived),Kelyx's Grandpa Gamers,Support,3,-0.084,-0.028,11.162
Daption,Americas,NACL,2023,full year (per-game derived),Team Fish Taco,Support,10,-1.762,-0.1762,8.865
Sandwitch,Americas,NACL,2023,full year (per-game derived),CB Gaming,Support,5,-2.333,-0.4666,10.24
Duoking1,Americas,NACL,2023,full year (per-game derived),Wildcard Gaming,Support,47,-3.29,-0.07,2.946
Chookies,Americas,NACL,2023,full year (per-game derived),Winthrop University,Support,25,-4.265,-0.1706,4.941
Nxi,Americas,NACL,2023,full year (per-game derived),Team Fish Taco,Support,40,-5.953,-0.1488,2.068
Dragku,Americas,NACL,2023,full year (per-game derived),TSM Challengers,Support,29,-5.996,-0.2068,3.504
Chaye,Americas,NACL,2023,full year (per-game derived),LiT Esports,Support,13,-6.441,-0.4955,6.785
Lightpulse,Americas,NACL,2023,full year (per-game derived),100 Thieves Challengers,Support,2,-11.835,-5.9175,10.797
Pluto1,Americas,NACL,2023,full year (per-game derived),Team Ambition,Support,15,-12.049,-0.8033,4.41
rovex,Americas,NACL,2023,full year (per-game derived),Team Liquid First,Support,42,-14.948,-0.3559,-3.286
Plux,Americas,NACL,2023,full year (per-game derived),CLG Faith,Support,10,-16.787,-1.6787,5.25
Hyphe,Americas,NACL,2023,full year (per-game derived),Miracle,Support,2,-26.527,-13.2635,9.922
Bruhruto,Americas,NACL,2023,full year (per-game derived),CCG Esports,Support,8,-28.379,-3.5474,4.02
Rocks908,Americas,NACL,2023,full year (per-game derived),TSM Challengers,Support,4,-29.563,-7.3908,7.531
Dec0y,Americas,NACL,2024,full year (per-game derived),Apex Mission Impossible,Top,8,49.049,6.1311,12.66
Dragoon,Americas,NACL,2024,full year (per-game derived),LiT Esports,Top,32,39.276,1.2274,23.298
Srtty,Americas,NACL,2024,full year (per-game derived),FlyQuest NZXT,Top,72,38.215,0.5308,30.217
Niles,Americas,NACL,2024,full year (per-game derived),Maryville University,Top,41,33.157,0.8087,25.034
Horder,Americas,NACL,2024,full year (per-game derived),Pulse Star,Top,15,29.776,1.9851,15.111
Jenkins,Americas,NACL,2024,full year (per-game derived),Team Liquid Challengers,Top,62,29.552,0.4766,22.229
Zamudo,Americas,NACL,2024,full year (per-game derived),Dragonsteel,Top,30,28.993,0.9664,17.783
Zamudo,Americas,NACL,2024,full year (per-game derived),Area of Effect Esports,Top,32,26.337,0.823,17.008
DrCalculus,Americas,NACL,2024,full year (per-game derived),DUCKIE GETTERS,Top,18,25.217,1.4009,13.315
PCL,Americas,NACL,2024,full year (per-game derived),Gentle Hearts Gaming,Top,9,22.743,2.527,10.126
Qwacker,Americas,NACL,2024,full year (per-game derived),Wildcard Gaming,Top,26,14.374,0.5528,11.843
Philip,Americas,NACL,2024,full year (per-game derived),Cincinnati Fear,Top,35,9.168,0.2619,10.035
Crimson,Americas,NACL,2024,full year (per-game derived),CCG Esports,Top,34,7.016,0.2064,6.782
Philip,Americas,NACL,2024,full year (per-game derived),Fear x Starforge,Top,37,6.529,0.1765,9.0
Denathor,Americas,NACL,2024,full year (per-game derived),Winthrop University,Top,33,6.151,0.1864,9.182
Dragoon,Americas,NACL,2024,full year (per-game derived),Dragoon's Goons,Top,22,3.941,0.1791,8.783
Cozy,Americas,NACL,2024,full year (per-game derived),Area of Effect Esports,Top,18,1.768,0.0982,6.529
Qwacker,Americas,NACL,2024,full year (per-game derived),Blue Otter,Top,39,1.68,0.0431,6.286
Lawrence,Americas,NACL,2024,full year (per-game derived),Blue Otter,Top,14,-0.56,-0.04,6.963
Faisal,Americas,NACL,2024,full year (per-game derived),Supernova,Top,64,-2.897,-0.0453,4.911
Tenacity,Americas,NACL,2024,full year (per-game derived),Disguised,Top,65,-5.048,-0.0777,-1.808
Allorim,Americas,NACL,2024,full year (per-game derived),Mirage Alliance,Top,27,-11.968,-0.4433,1.917
Porsche,Americas,NACL,2024,full year (per-game derived),Lotus,Top,25,-12.813,-0.5125,-1.232
Berik,Americas,NACL,2024,full year (per-game derived),Area of Effect Esports,Top,11,-15.477,-1.407,0.38
Dec0y,Americas,NACL,2024,full year (per-game derived),Winthrop University,Top,2,-17.626,-8.813,3.948
MooseHater,Americas,NACL,2024,full year (per-game derived),Area of Effect Esports,Top,5,-29.966,-5.9932,0.758
Brandini,Americas,NACL,2024,full year (per-game derived),Disguised,Top,2,-48.456,-24.228,3.253
KryRa,Americas,NACL,2024,full year (per-game derived),CCG Esports,Jungle,13,54.558,4.1968,22.536
Dardoch,Americas,NACL,2024,full year (per-game derived),Lotus,Jungle,24,50.156,2.0898,27.77
Dardoch,Americas,NACL,2024,full year (per-game derived),Mirage Alliance,Jungle,5,42.045,8.409,16.825
Yuuji,Americas,NACL,2024,full year (per-game derived),Dragonsteel,Jungle,30,38.221,1.274,20.545
Kaido,Americas,NACL,2024,full year (per-game derived),Area of Effect Esports,Jungle,15,34.213,2.2809,18.198
Kisno,Americas,NACL,2024,full year (per-game derived),Dragoon's Goons,Jungle,22,30.155,1.3707,18.974
eXyu,Americas,NACL,2024,full year (per-game derived),Fear x Starforge,Jungle,37,25.755,0.6961,14.298
Will,Americas,NACL,2024,full year (per-game derived),Mirage Alliance,Jungle,22,25.216,1.1462,19.466
Yukino,Americas,NACL,2024,full year (per-game derived),Disguised,Jungle,31,25.144,0.8111,12.356
winnie,Americas,NACL,2024,full year (per-game derived),Winthrop University,Jungle,25,24.891,0.9956,18.268
Keel,Americas,NACL,2024,full year (per-game derived),Team Liquid Challengers,Jungle,62,21.22,0.3423,20.387
Music,Americas,NACL,2024,full year (per-game derived),Blue Otter,Jungle,53,17.753,0.335,14.85
Kross,Americas,NACL,2024,full year (per-game derived),Gentle Hearts Gaming,Jungle,9,13.964,1.5516,10.373
Yuuji,Americas,NACL,2024,full year (per-game derived),Maryville University,Jungle,41,13.106,0.3197,12.908
Kenvi,Americas,NACL,2024,full year (per-game derived),Supernova,Jungle,64,10.773,0.1683,7.882
Nxi,Americas,NACL,2024,full year (per-game derived),Area of Effect Esports,Jungle,17,7.925,0.4662,8.642
Lojaz,Americas,NACL,2024,full year (per-game derived),Apex Mission Impossible,Jungle,8,7.671,0.9589,9.01
Kisno,Americas,NACL,2024,full year (per-game derived),LiT Esports,Jungle,32,6.614,0.2067,10.085
Bio,Americas,NACL,2024,full year (per-game derived),DUCKIE GETTERS,Jungle,18,3.345,0.1858,7.169
winnie,Americas,NACL,2024,full year (per-game derived),Wildcard Gaming,Jungle,26,0.984,0.0378,10.086
Will,Americas,NACL,2024,full year (per-game derived),Pulse Star,Jungle,15,0.6,0.04,12.837
Yukino,Americas,NACL,2024,full year (per-game derived),CCG Esports,Jungle,6,-1.237,-0.2062,3.434
Sheiden,Americas,NACL,2024,full year (per-game derived),FlyQuest NZXT,Jungle,72,-1.801,-0.025,0.973
RoseThorn,Americas,NACL,2024,full year (per-game derived),Area of Effect Esports,Jungle,32,-4.936,-0.1542,2.76
Frost4,Americas,NACL,2024,full year (per-game derived),Lotus,Jungle,1,-13.368,-13.368,9.841
Perry,Americas,NACL,2024,full year (per-game derived),Disguised,Jungle,36,-17.226,-0.4785,2.105
Chad,Americas,NACL,2024,full year (per-game derived),CCG Esports,Jungle,15,-18.66,-1.244,2.216
Wilson,Americas,NACL,2024,full year (per-game derived),Winthrop University,Jungle,10,-18.735,-1.8735,4.061
Chad,Americas,NACL,2024,full year (per-game derived),Cincinnati Fear,Jungle,35,-19.868,-0.5677,-3.286
Wilson,Americas,NACL,2024,full year (per-game derived),Area of Effect Esports,Jungle,2,-36.446,-18.223,7.756
Bradley,Americas,NACL,2024,full year (per-game derived),CCG Esports,Middle,6,66.563,11.0938,19.543
Quad,Americas,NACL,2024,full year (per-game derived),FlyQuest NZXT,Middle,35,49.376,1.4107,30.991
DARKWINGS,Americas,NACL,2024,full year (per-game derived),Winthrop University,Middle,25,31.912,1.2765,20.945
Ablazeolive,Americas,NACL,2024,full year (per-game derived),Fear x Starforge,Middle,37,27.935,0.755,19.042
DARKWINGS,Americas,NACL,2024,full year (per-game derived),Wildcard Gaming,Middle,26,26.802,1.0308,19.608
Bradley,Americas,NACL,2024,full year (per-game derived),FlyQuest NZXT,Middle,37,25.368,0.6856,18.572
Roamer,Americas,NACL,2024,full year (per-game derived),Team Liquid Challengers,Middle,62,24.94,0.4023,20.104
Spirax,Americas,NACL,2024,full year (per-game derived),Dragonsteel,Middle,30,24.808,0.8269,19.589
Zalt,Americas,NACL,2024,full year (per-game derived),Apex Mission Impossible,Middle,8,24.772,3.0965,13.47
Spirax,Americas,NACL,2024,full year (per-game derived),Maryville University,Middle,41,21.165,0.5162,18.58
shochi,Americas,NACL,2024,full year (per-game derived),CCG Esports,Middle,28,20.753,0.7412,13.952
Sudzzi,Americas,NACL,2024,full year (per-game derived),Dragoon's Goons,Middle,22,15.329,0.6968,13.599
Ariendel,Americas,NACL,2024,full year (per-game derived),Pulse Star,Middle,15,12.856,0.8571,10.173
XiaoDanny,Americas,NACL,2024,full year (per-game derived),Gentle Hearts Gaming,Middle,9,10.606,1.1784,10.606
RJS,Americas,NACL,2024,full year (per-game derived),Mirage Alliance,Middle,22,10.458,0.4754,10.545
Toasty,Americas,NACL,2024,full year (per-game derived),Supernova,Middle,36,9.851,0.2736,10.204
Samikin,Americas,NACL,2024,full year (per-game derived),Blue Otter,Middle,53,9.442,0.1782,9.877
Onat,Americas,NACL,2024,full year (per-game derived),Area of Effect Esports,Middle,52,7.395,0.1422,9.24
RobbyBob,Americas,NACL,2024,full year (per-game derived),Lotus,Middle,25,6.258,0.2503,8.821
Soligo,Americas,NACL,2024,full year (per-game derived),Mirage Alliance,Middle,5,5.91,1.182,14.168
Sword,Americas,NACL,2024,full year (per-game derived),Winthrop University,Middle,10,3.291,0.3291,4.349
Toasty,Americas,NACL,2024,full year (per-game derived),Cincinnati Fear,Middle,35,-3.291,-0.094,3.299
Messages,Americas,NACL,2024,full year (per-game derived),LiT Esports,Middle,32,-4.564,-0.1426,2.496
Young,Americas,NACL,2024,full year (per-game derived),Disguised,Middle,67,-6.514,-0.0972,0.336
Roughbeanz,Americas,NACL,2024,full year (per-game derived),DUCKIE GETTERS,Middle,18,-12.4,-0.6889,2.252
Cupic,Americas,NACL,2024,full year (per-game derived),Area of Effect Esports,Middle,14,-13.599,-0.9714,3.169
shochi,Americas,NACL,2024,full year (per-game derived),Supernova,Middle,28,-26.683,-0.953,0.449
Array,Americas,NACL,2024,full year (per-game derived),Dragoon's Goons,ADC,22,48.837,2.2199,26.061
Tenacity,Americas,NACL,2024,full year (per-game derived),Disguised,ADC,2,47.143,23.5715,11.951
Instinct,Americas,NACL,2024,full year (per-game derived),CCG Esports,ADC,6,42.605,7.1008,11.68
Devin,Americas,NACL,2024,full year (per-game derived),Gentle Hearts Gaming,ADC,9,32.991,3.6657,14.883
Wixxi,Americas,NACL,2024,full year (per-game derived),Area of Effect Esports,ADC,49,27.045,0.5519,20.223
links,Americas,NACL,2024,full year (per-game derived),Blue Otter,ADC,14,25.895,1.8496,13.842
ScaryJerry,Americas,NACL,2024,full year (per-game derived),Maryville University,ADC,41,18.197,0.4438,16.174
Lens,Americas,NACL,2024,full year (per-game derived),Cincinnati Fear,ADC,35,17.232,0.4923,10.413
SageWabe,Americas,NACL,2024,full year (per-game derived),Pulse Star,ADC,13,17.177,1.3213,11.896
Mobility,Americas,NACL,2024,full year (per-game derived),Winthrop University,ADC,10,16.446,1.6446,12.224
Tomo,Americas,NACL,2024,full year (per-game derived),Disguised,ADC,17,15.863,0.9331,12.461
ROCKBOOM,Americas,NACL,2024,full year (per-game derived),Dragonsteel,ADC,2,15.57,7.785,10.557
Mobility,Americas,NACL,2024,full year (per-game derived),Area of Effect Esports,ADC,15,14.321,0.9547,12.055
Levitate,Americas,NACL,2024,full year (per-game derived),Blue Otter,ADC,39,12.55,0.3218,12.374
Airren,Americas,NACL,2024,full year (per-game derived),Winthrop University,ADC,25,11.123,0.4449,8.232
Array,Americas,NACL,2024,full year (per-game derived),Supernova,ADC,28,9.755,0.3484,13.456
Sushee,Americas,NACL,2024,full year (per-game derived),Lotus,ADC,25,9.721,0.3888,9.721
Spawn,Americas,NACL,2024,full year (per-game derived),Team Liquid Challengers,ADC,62,8.886,0.1433,9.554
ScaryJerry,Americas,NACL,2024,full year (per-game derived),Dragonsteel,ADC,28,8.245,0.2945,12.542
Lens,Americas,NACL,2024,full year (per-game derived),Supernova,ADC,36,6.169,0.1714,6.544
sajed,Americas,NACL,2024,full year (per-game derived),FlyQuest NZXT,ADC,72,4.668,0.0648,6.697
Bazz,Americas,NACL,2024,full year (per-game derived),Apex Mission Impossible,ADC,8,1.722,0.2152,10.791
Minui,Americas,NACL,2024,full year (per-game derived),Disguised,ADC,48,1.371,0.0286,3.219
ROCKBOOM,Americas,NACL,2024,full year (per-game derived),CCG Esports,ADC,8,1.166,0.1458,8.638
Neo,Americas,NACL,2024,full year (per-game derived),Mirage Alliance,ADC,5,-1.64,-0.328,6.806
Instinct,Americas,NACL,2024,full year (per-game derived),Fear x Starforge,ADC,37,-4.113,-0.1112,2.401
ROCKBOOM,Americas,NACL,2024,full year (per-game derived),LiT Esports,ADC,32,-7.034,-0.2198,2.177
Prismal,Americas,NACL,2024,full year (per-game derived),Mirage Alliance,ADC,22,-10.547,-0.4794,1.397
Airren,Americas,NACL,2024,full year (per-game derived),Wildcard Gaming,ADC,26,-12.07,-0.4642,-1.239
Minui,Americas,NACL,2024,full year (per-game derived),CCG Esports,ADC,20,-13.859,-0.693,0.421
Prismal,Americas,NACL,2024,full year (per-game derived),Pulse Star,ADC,2,-35.92,-17.96,7.002
Enthralled,Americas,NACL,2024,full year (per-game derived),DUCKIE GETTERS,ADC,18,-43.396,-2.4109,-9.568
Cozy,Americas,NACL,2024,full year (per-game derived),Area of Effect Esports,ADC,2,-53.231,-26.6155,5.97
Pockus,Americas,NACL,2024,full year (per-game derived),Apex Mission Impossible,Support,8,32.095,4.0119,13.99
Daption,Americas,NACL,2024,full year (per-game derived),Dragoon's Goons,Support,22,30.049,1.3659,16.365
Zyko,Americas,NACL,2024,full year (per-game derived),Dragonsteel,Support,30,21.908,0.7303,17.069
Daption,Americas,NACL,2024,full year (per-game derived),Cincinnati Fear,Support,35,19.528,0.5579,13.713
Breezy,Americas,NACL,2024,full year (per-game derived),Area of Effect Esports,Support,66,19.317,0.2927,17.614
Poome,Americas,NACL,2024,full year (per-game derived),Disguised,Support,65,19.142,0.2945,14.208
Zyko,Americas,NACL,2024,full year (per-game derived),Maryville University,Support,41,16.474,0.4018,15.32
Chime,Americas,NACL,2024,full year (per-game derived),FlyQuest NZXT,Support,72,14.555,0.2022,13.676
Diamond,Americas,NACL,2024,full year (per-game derived),Supernova,Support,64,13.923,0.2175,11.649
Winsome,Americas,NACL,2024,full year (per-game derived),Fear x Starforge,Support,37,12.203,0.3298,11.879
Prismal,Americas,NACL,2024,full year (per-game derived),Pulse Star,Support,13,11.762,0.9048,13.724
rovex,Americas,NACL,2024,full year (per-game derived),Blue Otter,Support,53,10.179,0.1921,5.427
winter,Americas,NACL,2024,full year (per-game derived),Gentle Hearts Gaming,Support,4,8.671,2.1678,8.023
Kim Down,Americas,NACL,2024,full year (per-game derived),Team Liquid Challengers,Support,62,7.913,0.1276,11.114
Mixtsure,Americas,NACL,2024,full year (per-game derived),Lotus,Support,25,6.232,0.2493,8.448
SkyTec,Americas,NACL,2024,full year (per-game derived),Winthrop University,Support,21,3.57,0.17,7.173
Plux,Americas,NACL,2024,full year (per-game derived),LiT Esports,Support,32,0.647,0.0202,4.447
Trevor,Americas,NACL,2024,full year (per-game derived),CCG Esports,Support,34,-1.942,-0.0571,4.104
Qitong,Americas,NACL,2024,full year (per-game derived),Disguised,Support,2,-2.019,-1.0095,6.205
Doxa,Americas,NACL,2024,full year (per-game derived),Wildcard Gaming,Support,26,-2.896,-0.1114,3.239
Hiccup1357,Americas,NACL,2024,full year (per-game derived),DUCKIE GETTERS,Support,18,-3.099,-0.1722,4.155
Chookies,Americas,NACL,2024,full year (per-game derived),Winthrop University,Support,14,-10.537,-0.7526,1.789
Prismal,Americas,NACL,2024,full year (per-game derived),Mirage Alliance,Support,5,-11.198,-2.2396,11.853
Clareetz,Americas,NACL,2024,full year (per-game derived),Pulse Star,Support,2,-12.93,-6.465,7.028
Dardoch,Americas,NACL,2024,full year (per-game derived),Mirage Alliance,Support,22,-15.695,-0.7134,-0.356
Clyde,Americas,NACL,2024,full year (per-game derived),Gentle Hearts Gaming,Support,5,-52.409,-10.4818,0.258
Zamudo,Americas,NACL,2025,full year (per-game derived),DarkZero Dragonsteel,Top,26,57.817,2.2237,30.267
V1per,Americas,NACL,2025,full year (per-game derived),Conviction,Top,1,52.926,52.926,10.209
Tenacity,Americas,NACL,2025,full year (per-game derived),DarkZero Dragonsteel,Top,8,29.998,3.7498,5.228
Denathor,Americas,NACL,2025,full year (per-game derived),Winthrop University,Top,46,28.499,0.6195,18.917
Philip,Americas,NACL,2025,full year (per-game derived),Citadel Gaming,Top,19,26.149,1.3763,12.951
Keii,Americas,NACL,2025,full year (per-game derived),DarkZero Dragonsteel,Top,18,25.877,1.4376,15.037
Ariana,Americas,NACL,2025,full year (per-game derived),Dorado Gaming,Top,20,22.366,1.1183,14.096
FakeGod,Americas,NACL,2025,full year (per-game derived),Luminosity Gaming,Top,50,14.673,0.2935,12.9
Crimson,Americas,NACL,2025,full year (per-game derived),CCG Esports,Top,39,9.358,0.2399,8.791
Dec0y,Americas,NACL,2025,full year (per-game derived),Apex Mission Impossible,Top,30,8.856,0.2952,10.667
Berik,Americas,NACL,2025,full year (per-game derived),Cupid Esports,Top,4,7.276,1.819,5.641
Horder,Americas,NACL,2025,full year (per-game derived),Supernova,Top,23,4.59,0.1996,9.782
TF Blade,Americas,NACL,2025,full year (per-game derived),Near Airport,Top,38,2.229,0.0587,5.236
Qwacker,Americas,NACL,2025,full year (per-game derived),Blue Otter,Top,46,0.35,0.0076,4.032
DrCalculus,Americas,NACL,2025,full year (per-game derived),Pulse Star,Top,27,-0.35,-0.013,6.868
DrCalculus,Americas,NACL,2025,full year (per-game derived),Cupid Esports,Top,4,-5.292,-1.323,10.287
TF Blade,Americas,NACL,2025,full year (per-game derived),Conviction,Top,21,-9.24,-0.44,1.627
Horder,Americas,NACL,2025,full year (per-game derived),Conviction,Top,35,-10.043,-0.2869,1.931
Stray,Americas,NACL,2025,full year (per-game derived),Supernova,Top,21,-14.996,-0.7141,-0.673
Spica,Americas,NACL,2025,full year (per-game derived),Near Airport,Jungle,38,54.75,1.4408,35.728
